,Symbol,Name,EntrezGene.ID,Ensembl.Gene.ID,HomoloGene.ID,HGNC.ID
W04A4.4,W04A4.4,W04A4.4,W04A4.4,W04A4.4,W04A4.4,W04A4.4
W04A4.5,W04A4.5,W04A4.5,W04A4.5,W04A4.5,W04A4.5,W04A4.5
W04A4.6,W04A4.6,W04A4.6,W04A4.6,W04A4.6,W04A4.6,W04A4.6
W04A8.1,W04A8.1,W04A8.1,W04A8.1,W04A8.1,W04A8.1,W04A8.1
W04A8.2,W04A8.2,W04A8.2,W04A8.2,W04A8.2,W04A8.2,W04A8.2
W04A8.3,W04A8.3,W04A8.3,W04A8.3,W04A8.3,W04A8.3,W04A8.3
W04A8.4,W04A8.4,W04A8.4,W04A8.4,W04A8.4,W04A8.4,W04A8.4
W04A8.5,W04A8.5,W04A8.5,W04A8.5,W04A8.5,W04A8.5,W04A8.5
W04A8.6,W04A8.6,W04A8.6,W04A8.6,W04A8.6,W04A8.6,W04A8.6
srt-39,srt-39,srt-39,srt-39,srt-39,srt-39,srt-39
W04D2.4,W04D2.4,W04D2.4,W04D2.4,W04D2.4,W04D2.4,W04D2.4
mrps-11,mrps-11,mrps-11,mrps-11,mrps-11,mrps-11,mrps-11
W04D2.6,W04D2.6,W04D2.6,W04D2.6,W04D2.6,W04D2.6,W04D2.6
fbxa-131,fbxa-131,fbxa-131,fbxa-131,fbxa-131,fbxa-131,fbxa-131
W04E12.2,W04E12.2,W04E12.2,W04E12.2,W04E12.2,W04E12.2,W04E12.2
W04E12.3,W04E12.3,W04E12.3,W04E12.3,W04E12.3,W04E12.3,W04E12.3
W04E12.4,W04E12.4,W04E12.4,W04E12.4,W04E12.4,W04E12.4,W04E12.4
W04E12.5,W04E12.5,W04E12.5,W04E12.5,W04E12.5,W04E12.5,W04E12.5
clec-49,clec-49,clec-49,clec-49,clec-49,clec-49,clec-49
W04E12.7,W04E12.7,W04E12.7,W04E12.7,W04E12.7,W04E12.7,W04E12.7
clec-50,clec-50,clec-50,clec-50,clec-50,clec-50,clec-50
W04E12.9,W04E12.9,W04E12.9,W04E12.9,W04E12.9,W04E12.9,W04E12.9
lpr-6,lpr-6,lpr-6,lpr-6,lpr-6,lpr-6,lpr-6
lpr-5,lpr-5,lpr-5,lpr-5,lpr-5,lpr-5,lpr-5
lpr-4,lpr-4,lpr-4,lpr-4,lpr-4,lpr-4,lpr-4
W04G3.5,W04G3.5,W04G3.5,W04G3.5,W04G3.5,W04G3.5,W04G3.5
sulp-7,sulp-7,sulp-7,sulp-7,sulp-7,sulp-7,sulp-7
W04G3.7,W04G3.7,W04G3.7,W04G3.7,W04G3.7,W04G3.7,W04G3.7
lpr-3,lpr-3,lpr-3,lpr-3,lpr-3,lpr-3,lpr-3
W04G5.3,W04G5.3,W04G5.3,W04G5.3,W04G5.3,W04G5.3,W04G5.3
W04G5.4,W04G5.4,W04G5.4,W04G5.4,W04G5.4,W04G5.4,W04G5.4
W04G5.5,W04G5.5,W04G5.5,W04G5.5,W04G5.5,W04G5.5,W04G5.5
W04G5.7,W04G5.7,W04G5.7,W04G5.7,W04G5.7,W04G5.7,W04G5.7
W04G5.8,W04G5.8,W04G5.8,W04G5.8,W04G5.8,W04G5.8,W04G5.8
W04G5.9,W04G5.9,W04G5.9,W04G5.9,W04G5.9,W04G5.9,W04G5.9
W04G5.10,W04G5.10,W04G5.10,W04G5.10,W04G5.10,W04G5.10,W04G5.10
W05B2.2,W05B2.2,W05B2.2,W05B2.2,W05B2.2,W05B2.2,W05B2.2
dhc-4,dhc-4,dhc-4,dhc-4,dhc-4,dhc-4,dhc-4
W05B2.7,W05B2.7,W05B2.7,W05B2.7,W05B2.7,W05B2.7,W05B2.7
W05B5.1,W05B5.1,W05B5.1,W05B5.1,W05B5.1,W05B5.1,W05B5.1
npr-14,npr-14,npr-14,npr-14,npr-14,npr-14,npr-14
his-74,his-74,his-74,his-74,his-74,his-74,his-74
ccch-3,ccch-3,ccch-3,ccch-3,ccch-3,ccch-3,ccch-3
W05B10.3,W05B10.3,W05B10.3,W05B10.3,W05B10.3,W05B10.3,W05B10.3
W05B10.4,W05B10.4,W05B10.4,W05B10.4,W05B10.4,W05B10.4,W05B10.4
W05E10.1,W05E10.1,W05E10.1,W05E10.1,W05E10.1,W05E10.1,W05E10.1
W05E10.2,W05E10.2,W05E10.2,W05E10.2,W05E10.2,W05E10.2,W05E10.2
W05E10.5,W05E10.5,W05E10.5,W05E10.5,W05E10.5,W05E10.5,W05E10.5
W05H5.1,W05H5.1,W05H5.1,W05H5.1,W05H5.1,W05H5.1,W05H5.1
W05H5.2,W05H5.2,W05H5.2,W05H5.2,W05H5.2,W05H5.2,W05H5.2
pitr-6,pitr-6,pitr-6,pitr-6,pitr-6,pitr-6,pitr-6
sre-35,sre-35,sre-35,sre-35,sre-35,sre-35,sre-35
sre-33,sre-33,sre-33,sre-33,sre-33,sre-33,sre-33
sre-32,sre-32,sre-32,sre-32,sre-32,sre-32,sre-32
W05H12.1,W05H12.1,W05H12.1,W05H12.1,W05H12.1,W05H12.1,W05H12.1
W05H12.2,W05H12.2,W05H12.2,W05H12.2,W05H12.2,W05H12.2,W05H12.2
W06A7.2,W06A7.2,W06A7.2,W06A7.2,W06A7.2,W06A7.2,W06A7.2
W06A7.4,W06A7.4,W06A7.4,W06A7.4,W06A7.4,W06A7.4,W06A7.4
nspa-8,nspa-8,nspa-8,nspa-8,nspa-8,nspa-8,nspa-8
nmat-1,nmat-1,nmat-1,nmat-1,nmat-1,nmat-1,nmat-1
spe-46,spe-46,spe-46,spe-46,spe-46,spe-46,spe-46
W06D4.3,W06D4.3,W06D4.3,W06D4.3,W06D4.3,W06D4.3,W06D4.3
prmt-7,prmt-7,prmt-7,prmt-7,prmt-7,prmt-7,prmt-7
W06D11.1,W06D11.1,W06D11.1,W06D11.1,W06D11.1,W06D11.1,W06D11.1
W06D11.2,W06D11.2,W06D11.2,W06D11.2,W06D11.2,W06D11.2,W06D11.2
W06D11.3,W06D11.3,W06D11.3,W06D11.3,W06D11.3,W06D11.3,W06D11.3
dot-1.3,dot-1.3,dot-1.3,dot-1.3,dot-1.3,dot-1.3,dot-1.3
W06D11.5,W06D11.5,W06D11.5,W06D11.5,W06D11.5,W06D11.5,W06D11.5
cutl-4,cutl-4,cutl-4,cutl-4,cutl-4,cutl-4,cutl-4
W06D12.6,W06D12.6,W06D12.6,W06D12.6,W06D12.6,W06D12.6,W06D12.6
W06F12.2,W06F12.2,W06F12.2,W06F12.2,W06F12.2,W06F12.2,W06F12.2
W06F12.3,W06F12.3,W06F12.3,W06F12.3,W06F12.3,W06F12.3,W06F12.3
oac-53,oac-53,oac-53,oac-53,oac-53,oac-53,oac-53
W06G6.2,W06G6.2,W06G6.2,W06G6.2,W06G6.2,W06G6.2,W06G6.2
mltn-11,mltn-11,mltn-11,mltn-11,mltn-11,mltn-11,mltn-11
W06G6.9,W06G6.9,W06G6.9,W06G6.9,W06G6.9,W06G6.9,W06G6.9
W06G6.10,W06G6.10,W06G6.10,W06G6.10,W06G6.10,W06G6.10,W06G6.10
W06G6.11,W06G6.11,W06G6.11,W06G6.11,W06G6.11,W06G6.11,W06G6.11
W06G6.12,W06G6.12,W06G6.12,W06G6.12,W06G6.12,W06G6.12,W06G6.12
immt-2,immt-2,immt-2,immt-2,immt-2,immt-2,immt-2
ctps-1,ctps-1,ctps-1,ctps-1,ctps-1,ctps-1,ctps-1
ztf-6,ztf-6,ztf-6,ztf-6,ztf-6,ztf-6,ztf-6
srxa-1,srxa-1,srxa-1,srxa-1,srxa-1,srxa-1,srxa-1
ipla-3,ipla-3,ipla-3,ipla-3,ipla-3,ipla-3,ipla-3
srxa-6,srxa-6,srxa-6,srxa-6,srxa-6,srxa-6,srxa-6
W07A12.4,W07A12.4,W07A12.4,W07A12.4,W07A12.4,W07A12.4,W07A12.4
oac-54,oac-54,oac-54,oac-54,oac-54,oac-54,oac-54
rhy-1,rhy-1,rhy-1,rhy-1,rhy-1,rhy-1,rhy-1
W07A12.8,W07A12.8,W07A12.8,W07A12.8,W07A12.8,W07A12.8,W07A12.8
W07E11.1,W07E11.1,W07E11.1,W07E11.1,W07E11.1,W07E11.1,W07E11.1
W07G1.1,W07G1.1,W07G1.1,W07G1.1,W07G1.1,W07G1.1,W07G1.1
sre-44,sre-44,sre-44,sre-44,sre-44,sre-44,sre-44
zip-3,zip-3,zip-3,zip-3,zip-3,zip-3,zip-3
W07G1.5,W07G1.5,W07G1.5,W07G1.5,W07G1.5,W07G1.5,W07G1.5
sre-43,sre-43,sre-43,sre-43,sre-43,sre-43,sre-43
W07G1.7,W07G1.7,W07G1.7,W07G1.7,W07G1.7,W07G1.7,W07G1.7
W07G4.1,W07G4.1,W07G4.1,W07G4.1,W07G4.1,W07G4.1,W07G4.1
W07G4.2,W07G4.2,W07G4.2,W07G4.2,W07G4.2,W07G4.2,W07G4.2
W07G4.3,W07G4.3,W07G4.3,W07G4.3,W07G4.3,W07G4.3,W07G4.3
W07G4.5,W07G4.5,W07G4.5,W07G4.5,W07G4.5,W07G4.5,W07G4.5
dct-15,dct-15,dct-15,dct-15,dct-15,dct-15,dct-15
catp-6,catp-6,catp-6,catp-6,catp-6,catp-6,catp-6
mtr-4,mtr-4,mtr-4,mtr-4,mtr-4,mtr-4,mtr-4
W08E3.2,W08E3.2,W08E3.2,W08E3.2,W08E3.2,W08E3.2,W08E3.2
ola-1,ola-1,ola-1,ola-1,ola-1,ola-1,ola-1
W08E3.4,W08E3.4,W08E3.4,W08E3.4,W08E3.4,W08E3.4,W08E3.4
W08G11.1,W08G11.1,W08G11.1,W08G11.1,W08G11.1,W08G11.1,W08G11.1
W08G11.3,W08G11.3,W08G11.3,W08G11.3,W08G11.3,W08G11.3,W08G11.3
pptr-1,pptr-1,pptr-1,pptr-1,pptr-1,pptr-1,pptr-1
W08G11.5,W08G11.5,W08G11.5,W08G11.5,W08G11.5,W08G11.5,W08G11.5
W09C5.1,W09C5.1,W09C5.1,W09C5.1,W09C5.1,W09C5.1,W09C5.1
dkf-1,dkf-1,dkf-1,dkf-1,dkf-1,dkf-1,dkf-1
W09C5.7,W09C5.7,W09C5.7,W09C5.7,W09C5.7,W09C5.7,W09C5.7
W09C5.8,W09C5.8,W09C5.8,W09C5.8,W09C5.8,W09C5.8,W09C5.8
W09D6.1,W09D6.1,W09D6.1,W09D6.1,W09D6.1,W09D6.1,W09D6.1
W09D6.4,W09D6.4,W09D6.4,W09D6.4,W09D6.4,W09D6.4,W09D6.4
W09D6.5,W09D6.5,W09D6.5,W09D6.5,W09D6.5,W09D6.5,W09D6.5
W09D10.1,W09D10.1,W09D10.1,W09D10.1,W09D10.1,W09D10.1,W09D10.1
tat-3,tat-3,tat-3,tat-3,tat-3,tat-3,tat-3
mrpl-12,mrpl-12,mrpl-12,mrpl-12,mrpl-12,mrpl-12,mrpl-12
W09D10.4,W09D10.4,W09D10.4,W09D10.4,W09D10.4,W09D10.4,W09D10.4
W09D10.5,W09D10.5,W09D10.5,W09D10.5,W09D10.5,W09D10.5,W09D10.5
zmp-4,zmp-4,zmp-4,zmp-4,zmp-4,zmp-4,zmp-4
W09G3.1,W09G3.1,W09G3.1,W09G3.1,W09G3.1,W09G3.1,W09G3.1
maea-1,maea-1,maea-1,maea-1,maea-1,maea-1,maea-1
W09G3.6,W09G3.6,W09G3.6,W09G3.6,W09G3.6,W09G3.6,W09G3.6
W09G3.7,W09G3.7,W09G3.7,W09G3.7,W09G3.7,W09G3.7,W09G3.7
W09G3.8,W09G3.8,W09G3.8,W09G3.8,W09G3.8,W09G3.8,W09G3.8
W09H1.1,W09H1.1,W09H1.1,W09H1.1,W09H1.1,W09H1.1,W09H1.1
W09H1.3,W09H1.3,W09H1.3,W09H1.3,W09H1.3,W09H1.3,W09H1.3
W09H1.4,W09H1.4,W09H1.4,W09H1.4,W09H1.4,W09H1.4,W09H1.4
mecr-1,mecr-1,mecr-1,mecr-1,mecr-1,mecr-1,mecr-1
nduf-7,nduf-7,nduf-7,nduf-7,nduf-7,nduf-7,nduf-7
W10G6.1,W10G6.1,W10G6.1,W10G6.1,W10G6.1,W10G6.1,W10G6.1
Y1A5A.1,Y1A5A.1,Y1A5A.1,Y1A5A.1,Y1A5A.1,Y1A5A.1,Y1A5A.1
Y1A5A.2,Y1A5A.2,Y1A5A.2,Y1A5A.2,Y1A5A.2,Y1A5A.2,Y1A5A.2
Y2H9A.4,Y2H9A.4,Y2H9A.4,Y2H9A.4,Y2H9A.4,Y2H9A.4,Y2H9A.4
ttr-16,ttr-16,ttr-16,ttr-16,ttr-16,ttr-16,ttr-16
ttr-17,ttr-17,ttr-17,ttr-17,ttr-17,ttr-17,ttr-17
Y5F2A.4,Y5F2A.4,Y5F2A.4,Y5F2A.4,Y5F2A.4,Y5F2A.4,Y5F2A.4
agef-1,agef-1,agef-1,agef-1,agef-1,agef-1,agef-1
Y6B3B.1,Y6B3B.1,Y6B3B.1,Y6B3B.1,Y6B3B.1,Y6B3B.1,Y6B3B.1
Y6B3B.3,Y6B3B.3,Y6B3B.3,Y6B3B.3,Y6B3B.3,Y6B3B.3,Y6B3B.3
Y6B3B.4,Y6B3B.4,Y6B3B.4,Y6B3B.4,Y6B3B.4,Y6B3B.4,Y6B3B.4
Y6B3B.5,Y6B3B.5,Y6B3B.5,Y6B3B.5,Y6B3B.5,Y6B3B.5,Y6B3B.5
Y6B3B.7,Y6B3B.7,Y6B3B.7,Y6B3B.7,Y6B3B.7,Y6B3B.7,Y6B3B.7
Y6B3B.9,Y6B3B.9,Y6B3B.9,Y6B3B.9,Y6B3B.9,Y6B3B.9,Y6B3B.9
hsd-1,hsd-1,hsd-1,hsd-1,hsd-1,hsd-1,hsd-1
Y6D1A.1,Y6D1A.1,Y6D1A.1,Y6D1A.1,Y6D1A.1,Y6D1A.1,Y6D1A.1
Y6D1A.2,Y6D1A.2,Y6D1A.2,Y6D1A.2,Y6D1A.2,Y6D1A.2,Y6D1A.2
Y6E2A.1,Y6E2A.1,Y6E2A.1,Y6E2A.1,Y6E2A.1,Y6E2A.1,Y6E2A.1
Y6E2A.4,Y6E2A.4,Y6E2A.4,Y6E2A.4,Y6E2A.4,Y6E2A.4,Y6E2A.4
Y6E2A.5,Y6E2A.5,Y6E2A.5,Y6E2A.5,Y6E2A.5,Y6E2A.5,Y6E2A.5
Y6E2A.7,Y6E2A.7,Y6E2A.7,Y6E2A.7,Y6E2A.7,Y6E2A.7,Y6E2A.7
irld-57,irld-57,irld-57,irld-57,irld-57,irld-57,irld-57
sfxn-1.3,sfxn-1.3,sfxn-1.3,sfxn-1.3,sfxn-1.3,sfxn-1.3,sfxn-1.3
Y6G8.2,Y6G8.2,Y6G8.2,Y6G8.2,Y6G8.2,Y6G8.2,Y6G8.2
ztf-25,ztf-25,ztf-25,ztf-25,ztf-25,ztf-25,ztf-25
srz-91,srz-91,srz-91,srz-91,srz-91,srz-91,srz-91
Y7A5A.1,Y7A5A.1,Y7A5A.1,Y7A5A.1,Y7A5A.1,Y7A5A.1,Y7A5A.1
Y7A5A.2,Y7A5A.2,Y7A5A.2,Y7A5A.2,Y7A5A.2,Y7A5A.2,Y7A5A.2
Y7A5A.3,Y7A5A.3,Y7A5A.3,Y7A5A.3,Y7A5A.3,Y7A5A.3,Y7A5A.3
Y7A5A.5,Y7A5A.5,Y7A5A.5,Y7A5A.5,Y7A5A.5,Y7A5A.5,Y7A5A.5
Y7A5A.6,Y7A5A.6,Y7A5A.6,Y7A5A.6,Y7A5A.6,Y7A5A.6,Y7A5A.6
Y7A5A.7,Y7A5A.7,Y7A5A.7,Y7A5A.7,Y7A5A.7,Y7A5A.7,Y7A5A.7
Y7A5A.8,Y7A5A.8,Y7A5A.8,Y7A5A.8,Y7A5A.8,Y7A5A.8,Y7A5A.8
Y7A5A.9,Y7A5A.9,Y7A5A.9,Y7A5A.9,Y7A5A.9,Y7A5A.9,Y7A5A.9
Y7A9A.1,Y7A9A.1,Y7A9A.1,Y7A9A.1,Y7A9A.1,Y7A9A.1,Y7A9A.1
Y7A9D.1,Y7A9D.1,Y7A9D.1,Y7A9D.1,Y7A9D.1,Y7A9D.1,Y7A9D.1
Y9C2UA.1,Y9C2UA.1,Y9C2UA.1,Y9C2UA.1,Y9C2UA.1,Y9C2UA.1,Y9C2UA.1
Y9C2UA.2,Y9C2UA.2,Y9C2UA.2,Y9C2UA.2,Y9C2UA.2,Y9C2UA.2,Y9C2UA.2
Y10G11A.1,Y10G11A.1,Y10G11A.1,Y10G11A.1,Y10G11A.1,Y10G11A.1,Y10G11A.1
dlc-3,dlc-3,dlc-3,dlc-3,dlc-3,dlc-3,dlc-3
dlc-4,dlc-4,dlc-4,dlc-4,dlc-4,dlc-4,dlc-4
Y11D7A.3,Y11D7A.3,Y11D7A.3,Y11D7A.3,Y11D7A.3,Y11D7A.3,Y11D7A.3
Y11D7A.5,Y11D7A.5,Y11D7A.5,Y11D7A.5,Y11D7A.5,Y11D7A.5,Y11D7A.5
Y11D7A.7,Y11D7A.7,Y11D7A.7,Y11D7A.7,Y11D7A.7,Y11D7A.7,Y11D7A.7
Y11D7A.8,Y11D7A.8,Y11D7A.8,Y11D7A.8,Y11D7A.8,Y11D7A.8,Y11D7A.8
Y11D7A.9,Y11D7A.9,Y11D7A.9,Y11D7A.9,Y11D7A.9,Y11D7A.9,Y11D7A.9
Y11D7A.10,Y11D7A.10,Y11D7A.10,Y11D7A.10,Y11D7A.10,Y11D7A.10,Y11D7A.10
flh-1,flh-1,flh-1,flh-1,flh-1,flh-1,flh-1
flh-3,flh-3,flh-3,flh-3,flh-3,flh-3,flh-3
hum-9,hum-9,hum-9,hum-9,hum-9,hum-9,hum-9
Y12A6A.1,Y12A6A.1,Y12A6A.1,Y12A6A.1,Y12A6A.1,Y12A6A.1,Y12A6A.1
Y12A6A.2,Y12A6A.2,Y12A6A.2,Y12A6A.2,Y12A6A.2,Y12A6A.2,Y12A6A.2
glb-28,glb-28,glb-28,glb-28,glb-28,glb-28,glb-28
Y15E3A.3,Y15E3A.3,Y15E3A.3,Y15E3A.3,Y15E3A.3,Y15E3A.3,Y15E3A.3
Y15E3A.4,Y15E3A.4,Y15E3A.4,Y15E3A.4,Y15E3A.4,Y15E3A.4,Y15E3A.4
Y15E3A.5,Y15E3A.5,Y15E3A.5,Y15E3A.5,Y15E3A.5,Y15E3A.5,Y15E3A.5
Y16B4A.2,Y16B4A.2,Y16B4A.2,Y16B4A.2,Y16B4A.2,Y16B4A.2,Y16B4A.2
nhr-230,nhr-230,nhr-230,nhr-230,nhr-230,nhr-230,nhr-230
cyp-33D3,cyp-33D3,cyp-33D3,cyp-33D3,cyp-33D3,cyp-33D3,cyp-33D3
nhr-231,nhr-231,nhr-231,nhr-231,nhr-231,nhr-231,nhr-231
Y17D7B.2,Y17D7B.2,Y17D7B.2,Y17D7B.2,Y17D7B.2,Y17D7B.2,Y17D7B.2
Y17D7B.3,Y17D7B.3,Y17D7B.3,Y17D7B.3,Y17D7B.3,Y17D7B.3,Y17D7B.3
Y17D7B.4,Y17D7B.4,Y17D7B.4,Y17D7B.4,Y17D7B.4,Y17D7B.4,Y17D7B.4
clec-256,clec-256,clec-256,clec-256,clec-256,clec-256,clec-256
Y17D7C.1,Y17D7C.1,Y17D7C.1,Y17D7C.1,Y17D7C.1,Y17D7C.1,Y17D7C.1
Y17D7C.2,Y17D7C.2,Y17D7C.2,Y17D7C.2,Y17D7C.2,Y17D7C.2,Y17D7C.2
acbp-6,acbp-6,acbp-6,acbp-6,acbp-6,acbp-6,acbp-6
ash-2,ash-2,ash-2,ash-2,ash-2,ash-2,ash-2
Y17G7B.3,Y17G7B.3,Y17G7B.3,Y17G7B.3,Y17G7B.3,Y17G7B.3,Y17G7B.3
dhps-1,dhps-1,dhps-1,dhps-1,dhps-1,dhps-1,dhps-1
glb-29,glb-29,glb-29,glb-29,glb-29,glb-29,glb-29
Y17G7B.8,Y17G7B.8,Y17G7B.8,Y17G7B.8,Y17G7B.8,Y17G7B.8,Y17G7B.8
Y17G7B.10,Y17G7B.10,Y17G7B.10,Y17G7B.10,Y17G7B.10,Y17G7B.10,Y17G7B.10
arrd-7,arrd-7,arrd-7,arrd-7,arrd-7,arrd-7,arrd-7
Y17G7B.12,Y17G7B.12,Y17G7B.12,Y17G7B.12,Y17G7B.12,Y17G7B.12,Y17G7B.12
ippk-1,ippk-1,ippk-1,ippk-1,ippk-1,ippk-1,ippk-1
arrd-8,arrd-8,arrd-8,arrd-8,arrd-8,arrd-8,arrd-8
Y17G7B.17,Y17G7B.17,Y17G7B.17,Y17G7B.17,Y17G7B.17,Y17G7B.17,Y17G7B.17
Y17G7B.18,Y17G7B.18,Y17G7B.18,Y17G7B.18,Y17G7B.18,Y17G7B.18,Y17G7B.18
Y17G7B.19,Y17G7B.19,Y17G7B.19,Y17G7B.19,Y17G7B.19,Y17G7B.19,Y17G7B.19
Y17G7B.20,Y17G7B.20,Y17G7B.20,Y17G7B.20,Y17G7B.20,Y17G7B.20,Y17G7B.20
Y17G7B.21,Y17G7B.21,Y17G7B.21,Y17G7B.21,Y17G7B.21,Y17G7B.21,Y17G7B.21
Y17G7B.22,Y17G7B.22,Y17G7B.22,Y17G7B.22,Y17G7B.22,Y17G7B.22,Y17G7B.22
attf-6,attf-6,attf-6,attf-6,attf-6,attf-6,attf-6
Y18D10A.2,Y18D10A.2,Y18D10A.2,Y18D10A.2,Y18D10A.2,Y18D10A.2,Y18D10A.2
Y18D10A.3,Y18D10A.3,Y18D10A.3,Y18D10A.3,Y18D10A.3,Y18D10A.3,Y18D10A.3
Y18D10A.4,Y18D10A.4,Y18D10A.4,Y18D10A.4,Y18D10A.4,Y18D10A.4,Y18D10A.4
Y18D10A.8,Y18D10A.8,Y18D10A.8,Y18D10A.8,Y18D10A.8,Y18D10A.8,Y18D10A.8
Y18D10A.9,Y18D10A.9,Y18D10A.9,Y18D10A.9,Y18D10A.9,Y18D10A.9,Y18D10A.9
clec-104,clec-104,clec-104,clec-104,clec-104,clec-104,clec-104
Y18D10A.11,Y18D10A.11,Y18D10A.11,Y18D10A.11,Y18D10A.11,Y18D10A.11,Y18D10A.11
clec-106,clec-106,clec-106,clec-106,clec-106,clec-106,clec-106
Y18D10A.16,Y18D10A.16,Y18D10A.16,Y18D10A.16,Y18D10A.16,Y18D10A.16,Y18D10A.16
car-1,car-1,car-1,car-1,car-1,car-1,car-1
Y18D10A.21,Y18D10A.21,Y18D10A.21,Y18D10A.21,Y18D10A.21,Y18D10A.21,Y18D10A.21
Y18D10A.23,Y18D10A.23,Y18D10A.23,Y18D10A.23,Y18D10A.23,Y18D10A.23,Y18D10A.23
clec-105,clec-105,clec-105,clec-105,clec-105,clec-105,clec-105
Y19D2B.1,Y19D2B.1,Y19D2B.1,Y19D2B.1,Y19D2B.1,Y19D2B.1,Y19D2B.1
Y19D2B.2,Y19D2B.2,Y19D2B.2,Y19D2B.2,Y19D2B.2,Y19D2B.2,Y19D2B.2
Y20C6A.1,Y20C6A.1,Y20C6A.1,Y20C6A.1,Y20C6A.1,Y20C6A.1,Y20C6A.1
fbxb-7,fbxb-7,fbxb-7,fbxb-7,fbxb-7,fbxb-7,fbxb-7
nhr-232,nhr-232,nhr-232,nhr-232,nhr-232,nhr-232,nhr-232
Y24F12A.1,Y24F12A.1,Y24F12A.1,Y24F12A.1,Y24F12A.1,Y24F12A.1,Y24F12A.1
ragc-1,ragc-1,ragc-1,ragc-1,ragc-1,ragc-1,ragc-1
hpo-2,hpo-2,hpo-2,hpo-2,hpo-2,hpo-2,hpo-2
Y26D4A.3,Y26D4A.3,Y26D4A.3,Y26D4A.3,Y26D4A.3,Y26D4A.3,Y26D4A.3
clec-107,clec-107,clec-107,clec-107,clec-107,clec-107,clec-107
Y26D4A.5,Y26D4A.5,Y26D4A.5,Y26D4A.5,Y26D4A.5,Y26D4A.5,Y26D4A.5
clec-108,clec-108,clec-108,clec-108,clec-108,clec-108,clec-108
Y26D4A.8,Y26D4A.8,Y26D4A.8,Y26D4A.8,Y26D4A.8,Y26D4A.8,Y26D4A.8
Y26D4A.12,Y26D4A.12,Y26D4A.12,Y26D4A.12,Y26D4A.12,Y26D4A.12,Y26D4A.12
Y26D4A.13,Y26D4A.13,Y26D4A.13,Y26D4A.13,Y26D4A.13,Y26D4A.13,Y26D4A.13
ekl-5,ekl-5,ekl-5,ekl-5,ekl-5,ekl-5,ekl-5
Y26E6A.2,Y26E6A.2,Y26E6A.2,Y26E6A.2,Y26E6A.2,Y26E6A.2,Y26E6A.2
Y26E6A.3,Y26E6A.3,Y26E6A.3,Y26E6A.3,Y26E6A.3,Y26E6A.3,Y26E6A.3
Y26G10.1,Y26G10.1,Y26G10.1,Y26G10.1,Y26G10.1,Y26G10.1,Y26G10.1
sqst-4,sqst-4,sqst-4,sqst-4,sqst-4,sqst-4,sqst-4
comt-2,comt-2,comt-2,comt-2,comt-2,comt-2,comt-2
Y32B12A.4,Y32B12A.4,Y32B12A.4,Y32B12A.4,Y32B12A.4,Y32B12A.4,Y32B12A.4
Y32B12A.5,Y32B12A.5,Y32B12A.5,Y32B12A.5,Y32B12A.5,Y32B12A.5,Y32B12A.5
Y32B12B.1,Y32B12B.1,Y32B12B.1,Y32B12B.1,Y32B12B.1,Y32B12B.1,Y32B12B.1
Y32B12B.2,Y32B12B.2,Y32B12B.2,Y32B12B.2,Y32B12B.2,Y32B12B.2,Y32B12B.2
srbc-65,srbc-65,srbc-65,srbc-65,srbc-65,srbc-65,srbc-65
Y32B12B.4,Y32B12B.4,Y32B12B.4,Y32B12B.4,Y32B12B.4,Y32B12B.4,Y32B12B.4
Y32B12C.1,Y32B12C.1,Y32B12C.1,Y32B12C.1,Y32B12C.1,Y32B12C.1,Y32B12C.1
Y32B12C.3,Y32B12C.3,Y32B12C.3,Y32B12C.3,Y32B12C.3,Y32B12C.3,Y32B12C.3
set-22,set-22,set-22,set-22,set-22,set-22,set-22
pap-1,pap-1,pap-1,pap-1,pap-1,pap-1,pap-1
Y32F6A.4,Y32F6A.4,Y32F6A.4,Y32F6A.4,Y32F6A.4,Y32F6A.4,Y32F6A.4
Y32F6A.5,Y32F6A.5,Y32F6A.5,Y32F6A.5,Y32F6A.5,Y32F6A.5,Y32F6A.5
Y32F6B.1,Y32F6B.1,Y32F6B.1,Y32F6B.1,Y32F6B.1,Y32F6B.1,Y32F6B.1
crp-1,crp-1,crp-1,crp-1,crp-1,crp-1,crp-1
fbxa-209,fbxa-209,fbxa-209,fbxa-209,fbxa-209,fbxa-209,fbxa-209
Y37A1A.2,Y37A1A.2,Y37A1A.2,Y37A1A.2,Y37A1A.2,Y37A1A.2,Y37A1A.2
Y37A1A.3,Y37A1A.3,Y37A1A.3,Y37A1A.3,Y37A1A.3,Y37A1A.3,Y37A1A.3
Y37A1B.4,Y37A1B.4,Y37A1B.4,Y37A1B.4,Y37A1B.4,Y37A1B.4,Y37A1B.4
Y37A1B.5,Y37A1B.5,Y37A1B.5,Y37A1B.5,Y37A1B.5,Y37A1B.5,Y37A1B.5
Y37A1B.7,Y37A1B.7,Y37A1B.7,Y37A1B.7,Y37A1B.7,Y37A1B.7,Y37A1B.7
irld-55,irld-55,irld-55,irld-55,irld-55,irld-55,irld-55
irld-56,irld-56,irld-56,irld-56,irld-56,irld-56,irld-56
nkcc-1,nkcc-1,nkcc-1,nkcc-1,nkcc-1,nkcc-1,nkcc-1
Y37D8A.2,Y37D8A.2,Y37D8A.2,Y37D8A.2,Y37D8A.2,Y37D8A.2,Y37D8A.2
Y37D8A.3,Y37D8A.3,Y37D8A.3,Y37D8A.3,Y37D8A.3,Y37D8A.3,Y37D8A.3
